2023/05/11 21:43:17.619 [D]  init logger succ
2023/05/11 21:43:17.622 [D]  init kafka succ
2023/05/11 21:43:17.623 [D]  init elasticsearch succ
2023/05/11 21:43:20.339 [D]  Partition:6 Offset:7 Key: Value:2023/05/11 21:43:20.077 [D]  partition:4 offset:13 topic:nginx_log
2023/05/11 21:43:20.340 [D]  Partition:1 Offset:8 Key: Value:2023/05/11 21:43:20.076 [D]  partition:4 offset:12 topic:nginx_log
2023/05/11 21:43:20.340 [D]  Partition:5 Offset:11 Key: Value:2023/05/11 21:43:20.078 [D]  partition:4 offset:14 topic:nginx_log
2023/05/11 21:43:20.599 [D]  Partition:1 Offset:9 Key: Value:2023/05/11 21:43:20.337 [D]  partition:1 offset:7 topic:nginx_log
2023/05/11 21:43:20.600 [D]  Partition:2 Offset:8 Key: Value:2023/05/11 21:43:20.338 [D]  partition:1 offset:8 topic:nginx_log
2023/05/11 21:43:20.601 [D]  Partition:4 Offset:15 Key: Value:2023/05/11 21:43:20.338 [D]  partition:6 offset:7 topic:nginx_log
2023/05/11 21:43:20.602 [D]  Partition:0 Offset:18 Key: Value:2023/05/11 21:43:20.339 [D]  partition:5 offset:11 topic:nginx_log
2023/05/11 21:43:20.860 [D]  Partition:4 Offset:16 Key: Value:2023/05/11 21:43:20.598 [D]  partition:1 offset:9 topic:nginx_log
2023/05/11 21:43:20.861 [D]  Partition:3 Offset:17 Key: Value:2023/05/11 21:43:20.600 [D]  partition:2 offset:8 topic:nginx_log
2023/05/11 21:43:20.862 [D]  Partition:7 Offset:9 Key: Value:2023/05/11 21:43:20.602 [D]  partition:0 offset:18 topic:nginx_log
2023/05/11 21:43:20.864 [D]  Partition:3 Offset:18 Key: Value:2023/05/11 21:43:20.601 [D]  partition:4 offset:15 topic:nginx_log
2023/05/11 21:43:21.122 [D]  Partition:5 Offset:12 Key: Value:2023/05/11 21:43:20.859 [D]  partition:4 offset:16 topic:nginx_log
2023/05/11 21:43:21.124 [D]  Partition:3 Offset:19 Key: Value:2023/05/11 21:43:20.860 [D]  partition:3 offset:18 topic:nginx_log
2023/05/11 21:43:21.124 [D]  Partition:6 Offset:8 Key: Value:2023/05/11 21:43:20.860 [D]  partition:3 offset:17 topic:nginx_log
2023/05/11 21:43:21.125 [D]  Partition:0 Offset:19 Key: Value:2023/05/11 21:43:20.862 [D]  partition:7 offset:9 topic:nginx_log
2023/05/11 21:43:21.383 [D]  Partition:4 Offset:17 Key: Value:2023/05/11 21:43:21.121 [D]  partition:5 offset:12 topic:nginx_log
2023/05/11 21:43:21.386 [D]  Partition:4 Offset:18 Key: Value:2023/05/11 21:43:21.122 [D]  partition:6 offset:8 topic:nginx_log
2023/05/11 21:43:21.387 [D]  Partition:1 Offset:10 Key: Value:2023/05/11 21:43:21.123 [D]  partition:3 offset:19 topic:nginx_log
2023/05/11 21:43:21.391 [D]  Partition:4 Offset:19 Key: Value:2023/05/11 21:43:21.124 [D]  partition:0 offset:19 topic:nginx_log
2023/05/11 21:43:21.644 [D]  Partition:5 Offset:13 Key: Value:2023/05/11 21:43:21.382 [D]  partition:4 offset:17 topic:nginx_log
2023/05/11 21:43:21.648 [D]  Partition:5 Offset:14 Key: Value:2023/05/11 21:43:21.384 [D]  partition:4 offset:18 topic:nginx_log
2023/05/11 21:43:21.648 [D]  Partition:0 Offset:20 Key: Value:2023/05/11 21:43:21.385 [D]  partition:1 offset:10 topic:nginx_log
2023/05/11 21:43:21.648 [D]  Partition:7 Offset:10 Key: Value:2023/05/11 21:43:21.386 [D]  partition:4 offset:19 topic:nginx_log
2023/05/11 21:43:21.906 [D]  Partition:2 Offset:9 Key: Value:2023/05/11 21:43:21.643 [D]  partition:5 offset:13 topic:nginx_log
2023/05/11 21:43:21.908 [D]  Partition:4 Offset:20 Key: Value:2023/05/11 21:43:21.644 [D]  partition:5 offset:14 topic:nginx_log
2023/05/11 21:43:21.910 [D]  Partition:6 Offset:9 Key: Value:2023/05/11 21:43:21.645 [D]  partition:0 offset:20 topic:nginx_log
2023/05/11 21:43:21.913 [D]  Partition:3 Offset:20 Key: Value:2023/05/11 21:43:21.645 [D]  partition:7 offset:10 topic:nginx_log
2023/05/11 21:43:22.167 [D]  Partition:6 Offset:10 Key: Value:2023/05/11 21:43:21.907 [D]  partition:2 offset:9 topic:nginx_log
2023/05/11 21:43:22.168 [D]  Partition:5 Offset:15 Key: Value:2023/05/11 21:43:21.908 [D]  partition:4 offset:20 topic:nginx_log
2023/05/11 21:43:22.170 [D]  Partition:4 Offset:21 Key: Value:2023/05/11 21:43:21.911 [D]  partition:3 offset:20 topic:nginx_log
2023/05/11 21:43:22.170 [D]  Partition:7 Offset:11 Key: Value:2023/05/11 21:43:21.909 [D]  partition:6 offset:9 topic:nginx_log
2023/05/11 21:43:22.428 [D]  Partition:5 Offset:16 Key: Value:2023/05/11 21:43:22.166 [D]  partition:6 offset:10 topic:nginx_log
2023/05/11 21:43:22.431 [D]  Partition:5 Offset:17 Key: Value:2023/05/11 21:43:22.167 [D]  partition:5 offset:15 topic:nginx_log
2023/05/11 21:43:22.431 [D]  Partition:0 Offset:21 Key: Value:2023/05/11 21:43:22.168 [D]  partition:7 offset:11 topic:nginx_log
2023/05/11 21:43:22.432 [D]  Partition:6 Offset:11 Key: Value:2023/05/11 21:43:22.169 [D]  partition:4 offset:21 topic:nginx_log
2023/05/11 21:43:22.690 [D]  Partition:4 Offset:22 Key: Value:2023/05/11 21:43:22.427 [D]  partition:5 offset:16 topic:nginx_log
2023/05/11 21:43:22.691 [D]  Partition:7 Offset:12 Key: Value:2023/05/11 21:43:22.430 [D]  partition:0 offset:21 topic:nginx_log
2023/05/11 21:43:22.691 [D]  Partition:1 Offset:11 Key: Value:2023/05/11 21:43:22.429 [D]  partition:5 offset:17 topic:nginx_log
2023/05/11 21:43:22.692 [D]  Partition:2 Offset:10 Key: Value:2023/05/11 21:43:22.431 [D]  partition:6 offset:11 topic:nginx_log
2023/05/11 21:43:22.951 [D]  Partition:1 Offset:12 Key: Value:2023/05/11 21:43:22.689 [D]  partition:4 offset:22 topic:nginx_log
2023/05/11 21:43:22.952 [D]  Partition:5 Offset:18 Key: Value:2023/05/11 21:43:22.690 [D]  partition:1 offset:11 topic:nginx_log
2023/05/11 21:43:22.952 [D]  Partition:6 Offset:12 Key: Value:2023/05/11 21:43:22.690 [D]  partition:7 offset:12 topic:nginx_log
2023/05/11 21:43:22.957 [D]  Partition:5 Offset:19 Key: Value:2023/05/11 21:43:22.691 [D]  partition:2 offset:10 topic:nginx_log
2023/05/11 21:43:23.213 [D]  Partition:0 Offset:22 Key: Value:2023/05/11 21:43:22.950 [D]  partition:1 offset:12 topic:nginx_log
2023/05/11 21:43:23.214 [D]  Partition:6 Offset:13 Key: Value:2023/05/11 21:43:22.952 [D]  partition:6 offset:12 topic:nginx_log
2023/05/11 21:43:23.214 [D]  Partition:4 Offset:23 Key: Value:2023/05/11 21:43:22.951 [D]  partition:5 offset:18 topic:nginx_log
2023/05/11 21:43:23.218 [D]  Partition:5 Offset:20 Key: Value:2023/05/11 21:43:22.953 [D]  partition:5 offset:19 topic:nginx_log
2023/05/11 21:43:23.474 [D]  Partition:5 Offset:21 Key: Value:2023/05/11 21:43:23.212 [D]  partition:0 offset:22 topic:nginx_log
2023/05/11 21:43:23.475 [D]  Partition:0 Offset:23 Key: Value:2023/05/11 21:43:23.213 [D]  partition:4 offset:23 topic:nginx_log
2023/05/11 21:43:23.476 [D]  Partition:7 Offset:13 Key: Value:2023/05/11 21:43:23.214 [D]  partition:6 offset:13 topic:nginx_log
2023/05/11 21:43:23.479 [D]  Partition:5 Offset:22 Key: Value:2023/05/11 21:43:23.215 [D]  partition:5 offset:20 topic:nginx_log
2023/05/11 21:43:23.735 [D]  Partition:7 Offset:14 Key: Value:2023/05/11 21:43:23.473 [D]  partition:5 offset:21 topic:nginx_log
2023/05/11 21:43:23.736 [D]  Partition:0 Offset:24 Key: Value:2023/05/11 21:43:23.475 [D]  partition:0 offset:23 topic:nginx_log
2023/05/11 21:43:23.743 [D]  Partition:0 Offset:25 Key: Value:2023/05/11 21:43:23.476 [D]  partition:7 offset:13 topic:nginx_log
2023/05/11 21:43:23.744 [D]  Partition:0 Offset:26 Key: Value:2023/05/11 21:43:23.476 [D]  partition:5 offset:22 topic:nginx_log
2023/05/11 21:43:23.997 [D]  Partition:4 Offset:24 Key: Value:2023/05/11 21:43:23.735 [D]  partition:7 offset:14 topic:nginx_log
2023/05/11 21:43:23.999 [D]  Partition:5 Offset:23 Key: Value:2023/05/11 21:43:23.736 [D]  partition:0 offset:25 topic:nginx_log
2023/05/11 21:43:24.000 [D]  Partition:0 Offset:27 Key: Value:2023/05/11 21:43:23.736 [D]  partition:0 offset:26 topic:nginx_log
2023/05/11 21:43:24.003 [D]  Partition:4 Offset:25 Key: Value:2023/05/11 21:43:23.735 [D]  partition:0 offset:24 topic:nginx_log
2023/05/11 21:43:24.260 [D]  Partition:0 Offset:28 Key: Value:2023/05/11 21:43:23.997 [D]  partition:4 offset:24 topic:nginx_log
